id,action_sequence,first_action_rb,fact,ai_assistance
xxu5d,1076-658-3316-10686-10909-704-105-4491-105-3231-822-10686-10909-704-105-4491-105-2664,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.28.",G=G005|TAG=ANCHOR_LOOP|P=LOW|COUNT=32|REP=lsokt|A=105|ABA=2|Buniq=1
mzoz6,1076-658-3316-760-1593-8615-105-929-105-905-822-836-105-929-105-3562,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G005|TAG=ANCHOR_LOOP|P=LOW|COUNT=32|REP=lsokt|A=105|ABA=2|Buniq=1
do2ki,1076-658-3316-760-1593-8615-105-1012-105-2032-822-164-17762-2613-105-907-105-4073,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
zszx4,1076-658-3316-12516-5451-4521-2669-105-1265-105-4347-822-7943-105-1455-105-976,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
dbfve,1076-658-3316-760-1593-8615-105-929-105-4187-822-760-1165-105-1042-105-1072,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
lxvor,1076-658-3316-760-1593-8615-105-1243-105-4150-822-760-1593-8615-105-1455-105-1012,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.39.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
gjqqt,1076-658-3316-760-1165-105-1127-105-3562-822-760-1165-105-867-105-4766,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.25.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
p2tas,1076-658-3316-164-17762-2613-105-1126-105-3246-822-10477-697-105-4037-105-3231,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
h3zts,1076-658-3316-836-105-1072-105-1353-822-164-889-105-1126-105-1351,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
zqv53,1076-658-3316-164-889-105-1012-105-1195-822-836-105-4187-105-2664,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
invnc,1076-658-3316-760-1593-8615-105-109-105-4385-822-760-1593-8615-105-775-105-4129,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.39.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
f9nzt,1076-658-3316-836-105-1244-105-5032-822-760-1593-8615-105-114-105-4046,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
c8f9x,1076-658-3316-836-105-1265-105-3835-822-836-105-111-105-4429,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 14 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
hxzbz,1076-658-3316-12516-5451-105-1159-105-3562-822-164-17762-2613-105-905-105-4004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ibpph,1076-658-3316-164-889-105-115-105-2913-822-760-1165-105-1072-105-4491,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
jk2cf,1076-658-3316-10477-697-105-989-105-3382-822-685-2207-8615-105-1072-105-5032,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ktq96,1076-658-3316-164-889-105-4004-105-4692-822-685-2207-8615-105-1126-105-2736,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
t0atx,1076-658-3316-760-1593-8615-105-1265-105-4539-822-12516-1143-105-1195-105-907,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
u7mf9,1076-658-3316-10686-10909-704-105-905-105-4840-822-12516-5451-105-929-105-4129,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
he8l7,1076-658-3316-7943-105-109-105-2125-822-685-2207-8615-105-115-105-2408,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
s1j6n,1076-658-3316-10686-10909-704-105-775-105-4692-822-10477-697-105-929-105-4899,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
hsupk,1076-658-3316-685-2207-8615-105-1012-105-2640-822-12516-5451-4521-2669-105-867-105-979,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
antum,1076-658-3316-7943-105-1042-105-4129-822-12516-1143-105-1353-105-1042,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.24.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ne7c2,1076-658-3316-836-105-4004-105-2039-822-7943-105-906-105-4729,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 14 thao tác. Chỉ số hỗn loạn (Entropy): 3.24.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
y8z41,1076-658-3316-760-1593-8615-105-905-105-4167-822-685-2207-8615-105-115-105-4539,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
tfeht,1076-658-3316-7943-105-979-105-4731-822-685-2207-8615-105-4275-105-4187,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
o5txg,1076-658-3316-685-2207-8615-105-929-105-1455-822-164-889-105-1072-105-1042,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
dgwkv,1076-658-3316-7943-105-110-105-2602-822-12516-5451-105-1042-105-4425,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
bk4nl,1076-658-3316-836-105-1012-105-4167-822-685-2207-8615-105-1195-105-1126,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ld9n7,1076-658-3316-164-17762-2613-105-107-105-1469-822-10686-10909-704-105-1159-105-907,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
tu1j3,1076-658-3316-7943-105-905-105-2032-822-10686-10909-704-105-1265-105-1244,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
waxtg,1076-658-3316-760-1165-105-115-105-2032-822-760-1165-105-775-105-2408,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.25.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
o8g36,1076-658-3316-760-1165-105-1243-105-2125-822-836-105-979-105-1042,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ew5cm,1076-658-3316-12516-5451-105-114-105-2224-822-760-1165-105-4004-105-4117,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
pdl2w,1076-658-3316-12516-5451-4521-2669-105-113-105-4391-822-12516-1143-105-905-105-1243,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
iidkn,1076-658-3316-164-889-105-929-105-1455-822-12516-5451-105-989-105-3493,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
xpwqi,1076-658-3316-164-17762-2613-105-1127-105-4556-822-10686-10909-704-105-1159-105-4581,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
w9f72,1076-658-3316-164-17762-2613-105-1072-105-4840-822-12516-5451-105-992-105-4840,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
lzgnb,1076-658-3316-685-2207-8615-105-4347-105-4391-822-760-1593-8615-105-1012-105-2602,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
r411n,1076-658-3316-760-1165-105-4004-105-929-822-164-889-105-906-105-4486,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
k1n7k,1076-658-3316-12516-5451-4521-2669-105-4491-105-1353-822-12516-5451-105-4037-105-4691,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
nmj0p,1076-658-3316-10686-10909-704-105-775-105-2032-822-760-1165-105-4187-105-1353,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
nd31y,1076-658-3316-10686-10909-704-105-1127-105-4603-822-760-1165-105-1042-105-4729,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
hz47a,1076-658-3316-760-1165-105-905-105-3115-822-760-1165-105-906-105-1351,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.25.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
on09s,1076-658-3316-10686-10909-704-105-1243-105-4359-822-760-1165-105-979-105-1243,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ljkrw,1076-658-3316-685-2207-8615-105-775-105-1455-822-164-17762-2613-105-906-105-4429,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
a5cxc,1076-658-3316-685-2207-8615-105-1042-105-2736-822-760-1165-105-4425-105-3493,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
nqu55,1076-658-3316-760-1165-105-1127-105-4073-822-164-17762-2613-105-906-105-4306,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
vcfcm,1076-658-3316-685-2207-8615-105-114-105-4117-822-164-889-105-867-105-1243,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
u5v9r,1076-658-3316-12516-1143-105-4129-105-4766-822-10477-697-105-1353-105-3382,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
wv5m9,1076-658-3316-164-889-105-113-105-2125-822-836-105-4129-105-4359,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
l4zt7,1076-658-3316-12516-1143-105-905-105-1351-822-164-17762-2613-105-4275-105-4706,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
fu4j8,1076-658-3316-164-889-105-110-105-1072-822-12516-1143-105-112-105-4691,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
m350l,1076-658-3316-10686-10909-704-105-4275-105-4556-822-12516-5451-105-1127-105-4507,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
nd72f,1076-658-3316-836-105-4275-105-2125-822-10477-697-105-4037-105-4539,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
r60ut,1076-658-3316-12516-1143-105-1195-105-4385-822-836-105-1455-105-906,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
gdoat,1076-658-3316-12516-1143-105-979-105-4046-822-7943-105-1072-105-4766,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
svhg1,1076-658-3316-12516-5451-105-4491-105-4391-822-12516-1143-105-107-105-2824,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
y34zl,1076-658-3316-760-1165-105-1455-105-4103-822-12516-5451-105-1195-105-4004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
sewhv,1076-658-3316-685-2207-8615-105-4129-105-2664-822-12516-5451-4521-2669-105-929-105-1265,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
lwzyu,1076-658-3316-12516-5451-4521-2669-105-1012-105-2883-822-12516-5451-4521-2669-105-905-105-4359,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 20 thao tác. Chỉ số hỗn loạn (Entropy): 3.52.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
pdq03,1076-658-3316-12516-1143-105-906-105-3231-822-12516-5451-105-1072-105-4556,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
n69w3,1076-658-3316-10477-697-105-4004-105-4491-822-12516-1143-105-4425-105-4706,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
gcg0m,1076-658-3316-10686-10909-704-105-989-105-1351-822-7943-105-1243-105-4187,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ljj9j,1076-658-3316-12516-5451-105-1244-105-1072-822-12516-1143-105-1243-105-3427,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
cv08z,1076-658-3316-10477-697-105-4491-105-3246-822-7943-105-906-105-4556,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
dwpd3,1076-658-3316-10477-697-105-1265-105-4731-822-10477-697-105-906-105-4691,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.25.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
lpxs3,1076-658-3316-836-105-1127-105-2602-822-12516-1143-105-4507-105-4004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
